Trade Time,Ticker,Expiration Date,Strike Price,Contract Type,Reference Price,Size,Option Price,Bid Price,Ask Price,Volume,Open Interest,Implied Volatility
2026-07-18T00:42:23.000Z,DEMO,2026-07-24,$202.50,CALL,$187.95,57,$7.71,$7.66,$7.76,"9,655","4,447",19.98%
2026-07-18T00:44:20.000Z,DEMO,2026-07-24,$192.50,CALL,$187.93,338,$3.67,$3.62,$3.72,"7,033","1,861",19.63%
2026-07-18T00:54:02.000Z,DEMO,2026-08-16,$170.00,CALL,$187.94,180,$9.05,$9.00,$9.10,"4,526","1,580",20.35%
2026-07-18T01:00:32.000Z,DEMO,2026-07-24,$182.50,PUT,$187.93,210,$3.83,$3.78,$3.88,"2,414","2,787",17.49%
2026-07-18T01:09:34.000Z,DEMO,2026-08-16,$197.50,CALL,$187.99,181,$5.33,$5.28,$5.38,"8,128","6,646",16.24%
2026-07-18T01:12:42.000Z,DEMO,2026-07-24,$202.50,PUT,$187.92,236,$7.63,$7.58,$7.68,"6,399","1,017",19.32%
2026-07-18T01:27:37.000Z,DEMO,2026-07-24,$207.50,CALL,$187.84,226,$9.50,$9.45,$9.55,"6,815","7,485",17.88%
2026-07-18T01:40:51.000Z,DEMO,2026-08-16,$187.50,PUT,$187.86,271,$1.92,$1.87,$1.97,"3,445","4,722",19.34%
2026-07-18T01:47:32.000Z,DEMO,2026-08-16,$202.50,CALL,$187.90,132,$7.58,$7.53,$7.63,"7,839","3,245",19.09%
2026-07-18T01:56:54.000Z,DEMO,2026-07-24,$172.50,PUT,$187.93,176,$8.00,$7.95,$8.05,342,"1,389",19.13%
2026-07-18T01:57:46.000Z,DEMO,2026-08-16,$182.50,CALL,$187.87,210,$3.93,$3.88,$3.98,"5,568","2,447",18.73%
2026-07-18T02:00:00.000Z,DEMO,2026-07-24,$207.50,PUT,$187.92,115,$9.78,$9.73,$9.83,"6,306","1,701",20.50%
2026-07-18T02:07:29.000Z,DEMO,2026-08-16,$192.50,PUT,$187.86,57,$3.58,$3.53,$3.63,"3,368","7,044",17.98%
2026-07-18T02:13:16.000Z,DEMO,2026-07-24,$172.50,PUT,$187.82,279,$7.93,$7.88,$7.98,"10,385","7,422",19.54%
2026-07-18T02:25:25.000Z,DEMO,2026-07-24,$202.50,CALL,$187.75,340,$7.71,$7.66,$7.76,"1,012","4,267",19.20%
2026-07-18T02:40:19.000Z,DEMO,2026-07-24,$202.50,PUT,$187.85,209,$7.66,$7.61,$7.71,"5,064","4,175",19.57%
2026-07-18T02:46:44.000Z,DEMO,2026-07-24,$182.50,PUT,$187.90,399,$3.71,$3.66,$3.76,"1,780","4,366",16.70%
2026-07-18T03:44:07.000Z,DEMO,2026-08-16,$187.50,CALL,$187.94,22,$1.69,$1.64,$1.74,955,"6,315",16.97%
2026-07-18T03:49:31.000Z,DEMO,2026-07-24,$197.50,PUT,$188.04,110,$5.57,$5.52,$5.62,"7,976",966,19.76%
2026-07-18T04:01:55.000Z,DEMO,2026-07-24,$182.50,PUT,$188.25,62,$3.97,$3.92,$4.02,"8,365","7,401",17.70%
2026-07-18T04:24:17.000Z,DEMO,2026-08-16,$182.50,PUT,$188.12,179,$3.83,$3.78,$3.88,"3,125","6,005",18.26%
2026-07-18T04:27:50.000Z,DEMO,2026-07-24,$170.00,CALL,$188.07,225,$9.12,$9.07,$9.17,"7,217","4,810",20.19%
2026-07-18T05:04:19.000Z,DEMO,2026-07-24,$177.50,CALL,$188.02,41,$5.99,$5.94,$6.04,"10,571","1,274",19.64%
2026-07-18T05:12:29.000Z,DEMO,2026-07-24,$182.50,PUT,$187.96,271,$3.83,$3.78,$3.88,638,"5,565",18.33%
2026-07-18T05:19:40.000Z,DEMO,2026-08-16,$202.50,CALL,$187.87,254,$7.66,$7.61,$7.71,"9,430","2,435",18.89%
2026-07-18T05:28:34.000Z,DEMO,2026-07-24,$207.50,CALL,$187.85,361,$9.86,$9.81,$9.91,"5,761","6,337",20.31%
2026-07-18T05:55:09.000Z,DEMO,2026-07-24,$182.50,CALL,$187.76,29,$3.82,$3.77,$3.87,"7,512","3,175",18.54%
2026-07-18T05:57:04.000Z,DEMO,2026-07-24,$177.50,PUT,$187.79,124,$5.78,$5.73,$5.83,"9,563","4,463",18.33%
2026-07-18T06:05:36.000Z,DEMO,2026-07-24,$187.50,PUT,$187.79,172,$1.69,$1.64,$1.74,"10,926","1,467",17.77%
2026-07-18T06:14:31.000Z,DEMO,2026-07-24,$207.50,CALL,$187.83,226,$9.77,$9.72,$9.82,"10,865","4,547",21.04%
2026-07-18T06:15:03.000Z,DEMO,2026-08-16,$187.50,PUT,$187.86,316,$1.89,$1.84,$1.94,"2,662","4,977",17.67%
2026-07-18T06:17:13.000Z,DEMO,2026-07-24,$187.50,CALL,$187.91,235,$1.55,$1.50,$1.60,"4,556","1,120",15.85%
2026-07-18T06:17:23.000Z,DEMO,2026-08-16,$192.50,PUT,$187.88,167,$3.60,$3.55,$3.65,"10,279","7,213",18.55%
2026-07-18T06:19:30.000Z,DEMO,2026-08-16,$182.50,CALL,$188.04,228,$4.01,$3.96,$4.06,550,"4,580",18.48%
2026-07-18T06:22:57.000Z,DEMO,2026-07-24,$197.50,PUT,$188.06,208,$5.62,$5.57,$5.67,"11,517","4,861",19.36%
2026-07-18T06:36:27.000Z,DEMO,2026-07-24,$197.50,PUT,$187.92,395,$5.59,$5.54,$5.64,"11,013","4,914",18.65%
2026-07-18T06:45:32.000Z,DEMO,2026-07-24,$202.50,PUT,$187.84,244,$7.69,$7.64,$7.74,"10,445","6,750",19.60%
2026-07-18T06:46:42.000Z,DEMO,2026-08-16,$170.00,PUT,$187.71,152,$8.98,$8.93,$9.03,"11,201","1,312",19.61%
2026-07-18T07:50:39.000Z,DEMO,2026-08-16,$182.50,CALL,$187.71,11,$3.78,$3.73,$3.83,"5,787",128,18.03%
2026-07-18T08:07:36.000Z,DEMO,2026-08-16,$172.50,PUT,$187.70,282,$8.02,$7.97,$8.07,"9,782","1,320",21.15%
2026-07-18T08:21:59.000Z,DEMO,2026-07-24,$177.50,PUT,$187.67,179,$5.94,$5.89,$5.99,"2,857","1,181",19.89%
2026-07-18T08:50:19.000Z,DEMO,2026-08-16,$177.50,CALL,$187.82,188,$6.19,$6.14,$6.24,"3,082","6,830",21.19%
2026-07-18T08:53:14.000Z,DEMO,2026-08-16,$187.50,PUT,$187.86,112,$1.68,$1.63,$1.73,"3,651",412,16.49%
2026-07-18T08:58:40.000Z,DEMO,2026-08-16,$202.50,PUT,$187.92,199,$7.45,$7.40,$7.50,"6,357","5,717",17.36%
2026-07-18T08:58:59.000Z,DEMO,2026-08-16,$192.50,PUT,$187.85,129,$3.73,$3.68,$3.78,"9,783","6,307",19.38%
2026-07-18T08:59:35.000Z,DEMO,2026-07-24,$202.50,PUT,$187.77,193,$7.75,$7.70,$7.80,"11,986","1,209",19.78%
2026-07-18T09:10:12.000Z,DEMO,2026-07-24,$177.50,CALL,$187.77,57,$5.89,$5.84,$5.94,"9,877","3,435",18.84%
2026-07-18T09:44:27.000Z,DEMO,2026-08-16,$177.50,CALL,$187.79,298,$5.92,$5.87,$5.97,"7,591","3,273",18.90%
2026-07-18T09:45:03.000Z,DEMO,2026-08-16,$192.50,PUT,$187.65,46,$3.57,$3.52,$3.62,"5,913","5,992",17.32%
2026-07-18T09:53:53.000Z,DEMO,2026-07-24,$202.50,PUT,$187.63,117,$7.71,$7.66,$7.76,"5,741",785,18.49%
2026-07-18T09:55:58.000Z,DEMO,2026-07-24,$177.50,PUT,$187.64,272,$5.87,$5.82,$5.92,"3,584","2,189",19.47%
2026-07-18T09:58:48.000Z,DEMO,2026-07-24,$172.50,CALL,$187.62,200,$7.83,$7.78,$7.88,"6,107","1,231",18.95%
2026-07-18T10:02:33.000Z,DEMO,2026-07-24,$177.50,CALL,$187.56,160,$5.98,$5.93,$6.03,"4,064","4,189",20.67%
2026-07-18T10:07:10.000Z,DEMO,2026-07-24,$192.50,PUT,$187.52,356,$3.78,$3.73,$3.83,"4,361","1,361",18.34%
2026-07-18T10:16:50.000Z,DEMO,2026-07-24,$202.50,PUT,$187.50,291,$7.90,$7.85,$7.95,"5,520","1,267",20.48%
2026-07-18T10:40:17.000Z,DEMO,2026-07-24,$202.50,PUT,$187.51,267,$7.83,$7.78,$7.88,"10,992","5,177",19.38%
2026-07-18T10:44:35.000Z,DEMO,2026-07-24,$172.50,CALL,$187.56,309,$7.93,$7.88,$7.98,"5,105","3,832",20.72%
2026-07-18T11:11:33.000Z,DEMO,2026-07-24,$192.50,PUT,$187.64,25,$3.57,$3.52,$3.62,"6,154","4,321",16.81%
2026-07-18T11:14:34.000Z,DEMO,2026-07-24,$192.50,CALL,$187.62,176,$3.70,$3.65,$3.75,811,"5,407",19.10%
2026-07-18T11:15:04.000Z,DEMO,2026-07-24,$197.50,CALL,$187.58,140,$5.97,$5.92,$6.02,"9,200","2,448",20.41%
2026-07-18T11:41:08.000Z,DEMO,2026-07-24,$207.50,CALL,$187.61,349,$9.95,$9.90,$10.00,"1,178","4,065",20.87%
2026-07-18T12:02:02.000Z,DEMO,2026-08-16,$172.50,PUT,$187.66,167,$7.76,$7.71,$7.81,"10,987","7,275",19.08%
2026-07-18T12:04:10.000Z,DEMO,2026-08-16,$187.50,PUT,$187.63,136,$1.65,$1.60,$1.70,"2,692","2,739",16.68%
2026-07-18T12:05:38.000Z,DEMO,2026-08-16,$172.50,PUT,$187.69,152,$8.06,$8.01,$8.11,"8,923","2,440",21.72%
2026-07-18T12:10:21.000Z,DEMO,2026-07-24,$170.00,PUT,$187.76,370,$9.04,$8.99,$9.09,"6,943","2,453",19.94%
2026-07-18T12:46:56.000Z,DEMO,2026-08-16,$177.50,PUT,$187.86,22,$5.87,$5.82,$5.92,"8,786","3,947",18.71%
2026-07-18T12:48:35.000Z,DEMO,2026-07-24,$170.00,CALL,$187.99,242,$9.24,$9.19,$9.29,"7,458","2,867",22.43%
2026-07-18T12:53:27.000Z,DEMO,2026-08-16,$182.50,PUT,$187.93,16,$4.09,$4.04,$4.14,"3,005","6,040",20.05%
2026-07-18T13:00:41.000Z,DEMO,2026-07-24,$207.50,CALL,$187.93,16,$9.63,$9.58,$9.68,"5,274","5,989",19.40%
2026-07-18T13:02:00.000Z,DEMO,2026-07-24,$202.50,PUT,$187.93,98,$7.74,$7.69,$7.79,"1,153","1,309",20.69%
2026-07-18T13:11:20.000Z,DEMO,2026-07-24,$192.50,PUT,$187.92,286,$3.47,$3.42,$3.52,"10,437","1,552",17.85%
2026-07-18T13:26:37.000Z,DEMO,2026-08-16,$197.50,PUT,$187.87,396,$5.61,$5.56,$5.66,"4,699","5,869",18.07%
2026-07-16T17:34:23.000Z,AUX,2026-08-16,$52.50,CALL,$52.01,109,$0.67,$0.62,$0.72,"2,638",706,18.04%
2026-07-16T17:49:35.000Z,AUX,2026-08-16,$50.00,CALL,$52.02,72,$1.32,$1.27,$1.37,"9,502","5,073",19.25%
2026-07-16T21:31:47.000Z,AUX,2026-08-16,$52.50,PUT,$52.03,351,$0.68,$0.63,$0.73,"6,856","1,850",19.09%
2026-07-16T22:34:12.000Z,AUX,2026-08-16,$47.50,CALL,$51.99,172,$2.28,$2.23,$2.33,"1,915","5,518",20.05%
2026-07-16T23:06:46.000Z,AUX,2026-08-16,$55.00,PUT,$51.96,223,$1.69,$1.64,$1.74,566,"4,431",19.21%
2026-07-16T23:38:14.000Z,AUX,2026-07-24,$55.00,CALL,$52.01,218,$1.62,$1.57,$1.67,"7,700","5,032",17.53%
2026-07-17T01:26:53.000Z,AUX,2026-07-24,$52.50,PUT,$51.98,114,$0.59,$0.54,$0.64,"3,625",722,17.83%
2026-07-17T01:30:29.000Z,AUX,2026-08-16,$50.00,CALL,$52.00,274,$1.26,$1.21,$1.31,"4,413","5,492",18.15%
2026-07-17T01:44:27.000Z,AUX,2026-08-16,$55.00,PUT,$51.98,255,$1.64,$1.59,$1.69,"8,524","4,173",18.93%
2026-07-17T02:03:33.000Z,AUX,2026-07-24,$50.00,CALL,$51.98,114,$1.32,$1.27,$1.37,"10,184","3,188",19.08%
2026-07-17T04:21:34.000Z,AUX,2026-08-16,$50.00,CALL,$51.97,269,$1.33,$1.28,$1.38,"8,533","3,531",19.22%
2026-07-17T06:00:11.000Z,AUX,2026-07-24,$47.50,CALL,$51.98,188,$2.38,$2.33,$2.43,"2,801","7,599",20.35%
2026-07-17T10:12:18.000Z,AUX,2026-07-24,$52.50,PUT,$51.99,268,$0.58,$0.53,$0.63,"5,711","1,206",18.13%
2026-07-17T10:40:42.000Z,AUX,2026-08-16,$50.00,CALL,$51.98,82,$1.26,$1.21,$1.31,"7,773","3,357",20.60%
2026-07-17T11:08:07.000Z,AUX,2026-07-24,$47.50,PUT,$51.95,143,$2.26,$2.21,$2.31,"8,666","4,231",19.30%
2026-07-17T11:48:03.000Z,AUX,2026-07-24,$57.50,CALL,$51.96,285,$2.65,$2.60,$2.70,"1,219","6,810",19.86%
2026-07-17T12:18:35.000Z,AUX,2026-08-16,$55.00,CALL,$51.93,193,$1.68,$1.63,$1.73,"6,287","5,725",18.83%
2026-07-17T14:00:58.000Z,AUX,2026-08-16,$52.50,PUT,$51.94,369,$0.68,$0.63,$0.73,"10,486","1,154",17.38%
2026-07-17T14:03:12.000Z,AUX,2026-07-24,$52.50,CALL,$52.00,94,$0.64,$0.59,$0.69,"6,458",927,17.89%
2026-07-17T14:13:01.000Z,AUX,2026-08-16,$50.00,PUT,$52.03,267,$1.31,$1.26,$1.36,"8,372","6,577",18.73%
2026-07-17T17:01:45.000Z,AUX,2026-08-16,$47.50,CALL,$52.04,221,$2.36,$2.31,$2.41,"4,871","1,506",21.06%
2026-07-17T17:17:57.000Z,AUX,2026-07-24,$50.00,PUT,$52.04,207,$1.32,$1.27,$1.37,"5,973","1,820",19.03%
2026-07-17T20:08:15.000Z,AUX,2026-08-16,$55.00,CALL,$52.00,126,$1.65,$1.60,$1.70,"6,808","2,066",18.94%
2026-07-17T23:33:42.000Z,AUX,2026-08-16,$52.50,CALL,$51.97,331,$0.67,$0.62,$0.72,"9,532","4,730",17.88%
2026-07-17T23:55:00.000Z,AUX,2026-08-16,$50.00,CALL,$52.00,179,$1.34,$1.29,$1.39,"4,243","2,391",20.63%
2026-07-18T00:17:14.000Z,AUX,2026-07-24,$52.50,CALL,$51.98,199,$0.69,$0.64,$0.74,"9,874","1,607",17.39%
2026-07-18T01:33:46.000Z,AUX,2026-08-16,$50.00,CALL,$51.97,297,$1.18,$1.13,$1.23,"1,275","6,949",18.86%
2026-07-18T01:49:55.000Z,AUX,2026-08-16,$55.00,CALL,$51.96,118,$1.72,$1.67,$1.77,"9,060","5,747",17.92%
2026-07-18T03:41:53.000Z,AUX,2026-07-24,$47.50,PUT,$51.94,267,$2.28,$2.23,$2.33,"1,450",561,18.70%
2026-07-18T03:52:08.000Z,AUX,2026-07-24,$50.00,CALL,$51.92,126,$1.20,$1.15,$1.25,"11,196","2,824",17.73%
2026-07-18T03:59:11.000Z,AUX,2026-07-24,$50.00,CALL,$51.91,28,$1.19,$1.14,$1.24,"1,891","5,069",18.35%
2026-07-18T04:50:48.000Z,AUX,2026-08-16,$57.50,PUT,$51.90,58,$2.81,$2.76,$2.86,"7,583","1,698",21.46%
2026-07-18T06:20:59.000Z,AUX,2026-07-24,$57.50,CALL,$51.88,149,$2.72,$2.67,$2.77,"1,230","4,806",19.08%
2026-07-18T06:36:42.000Z,AUX,2026-07-24,$50.00,CALL,$51.86,232,$1.12,$1.07,$1.17,"5,324","1,839",16.39%
2026-07-18T07:34:01.000Z,AUX,2026-07-24,$47.50,PUT,$51.88,217,$2.28,$2.23,$2.33,"5,192","5,787",21.55%
2026-07-18T09:01:52.000Z,AUX,2026-08-16,$47.50,CALL,$51.87,130,$2.17,$2.12,$2.22,"10,191","3,680",19.53%
2026-07-18T10:21:53.000Z,AUX,2026-07-24,$55.00,CALL,$51.87,378,$1.65,$1.60,$1.70,"10,252","3,363",18.13%
2026-07-18T10:26:28.000Z,AUX,2026-07-24,$50.00,CALL,$51.88,215,$1.17,$1.12,$1.22,"5,018","1,376",16.50%
2026-07-18T11:40:13.000Z,AUX,2026-08-16,$50.00,CALL,$51.88,220,$1.26,$1.21,$1.31,707,"3,457",19.13%
2026-07-18T12:17:53.000Z,AUX,2026-07-24,$52.50,CALL,$51.87,219,$0.79,$0.74,$0.84,"4,025","5,798",19.13%
